Team,Player_ID,Player_Name
BLB,barksdo01,Don Barksdale
BLB,calhobi01,Bill Calhoun
BLB,hannual01,Alex Hannum
BLB,kudelfr01,Frank Kudelka
BLB,mcnamjo01,Joe McNamee
BLB,miasest01,Stan Miasek
BLB,minorda01,Dave Minor
BLB,osheake01,Kevin O'Shea
BLB,owensre01,Red Owens
BLB,rehfedo01,Don Rehfeldt
BLB,saulpe01,Pep Saul
BLB,scolafr01,Fred Scolari
BLB,slaugji01,Jim Slaughter
BLB,smawlbe01,Belus Smawley
BLB,walkebr01,Brady Walker
BOS,brannbo01,Bob Brannum
BOS,coopech01,Chuck Cooper
BOS,cousybo01,Bob Cousy
BOS,dickedi01,Dick Dickey
BOS,donhabo01,Bob Donham
BOS,harribo01,Bob Harris
BOS,macaued01,Ed Macauley
BOS,mahnkjo01,John Mahnken
BOS,mckinbo01,Bones McKinney
BOS,sharmbi01,Bill Sharman
FTW,brianfr01,Frankie Brian
FTW,burriar01,Art Burris
FTW,clossbi01,Bill Closs
FTW,eddledi01,Dike Eddleman
FTW,fendlja01,Jake Fendley
FTW,foustla01,Larry Foust
FTW,johnsra01,Ralph Johnson
FTW,kerrija01,Jack Kerris
FTW,kileyja01,Jack Kiley
FTW,ottendo01,Don Otten
FTW,schaufr01,Fred Schaus
FTW,sharech01,Chuck Share
FTW,sinicze01,Zeke Sinicola
INO,barkecl01,Cliff Barker
INO,barnhle01,Leo Barnhorst
INO,crockdi01,Dillard Crocker
INO,grabojo01,Joe Graboski
INO,hollajo01,Joe Holland
INO,joneswa01,Wah Wah Jones
INO,lavoybo01,Bob Lavoy
INO,lofgrdo01,Don Lofgran
INO,obriera01,Ralph O'Brien
INO,toshebi01,Bill Tosheff
INO,walthpa01,Paul Walther
MLH,behnkel01,Elmer Behnke
MLH,blackch01,Charlie Black
MLH,bovendo01,Don Boven
MLH,burriar01,Art Burris
MLH,chrisca01,Cal Christensen
MLH,crockdi01,Dillard Crocker
MLH,delonna01,Nate DeLong
MLH,eddledi01,Dike Eddleman
MLH,fowleje01,Jerry Fowler
MLH,hutchme01,Mel Hutchins
MLH,kirkwa01,Walt Kirk
MLH,mcconjo01,John McConathy
MLH,mehendi01,Dick Mehen
MLH,osheake01,Kevin O'Shea
MLH,ottendo01,Don Otten
MLH,owensre01,Red Owens
MLH,rehfedo01,Don Rehfeldt
MLH,rennijo01,John Rennicke
MLH,vancege01,Gene Vance
MLH,wilsobo01,Bob Wilson
MNL,harribo02,Bob Harrison
MNL,hitchle01,Lew Hitch
MNL,huttojo01,Joe Hutton
MNL,martisl01,Slater Martin
MNL,mikange01,George Mikan
MNL,mikkeve01,Vern Mikkelsen
MNL,pilchjo01,John Pilch
MNL,pollaji01,Jim Pollard
MNL,saulpe01,Pep Saul
MNL,schulho01,Howie Schultz
MNL,skoogwh01,Whitey Skoog
NYK,borylvi01,Vince Boryla
NYK,cliftna01,Nat Clifton
NYK,gallaha01,Harry Gallatin
NYK,kaftage01,George Kaftan
NYK,lumppra01,Ray Lumpp
NYK,mcguial01,Al McGuire
NYK,mcguidi01,Dick McGuire
NYK,scherhe01,Herb Scherer
NYK,simmoco01,Connie Simmons
NYK,vandeer01,Ernie Vandeweghe
NYK,zasloma01,Max Zaslofsky
PHW,arizipa01,Paul Arizin
PHW,bobbne01,Nelson Bobb
PHW,brownst01,Stan Brown
PHW,budkowa01,Walt Budko
PHW,dahleed01,Ed Dahler
PHW,fulksjo01,Joe Fulks
PHW,gardnve01,Vern Gardner
PHW,johnsne01,Neil Johnston
PHW,mikaned01,Ed Mikan
PHW,paytome01,Mel Payton
PHW,phillan01,Andy Phillip
PHW,senesge01,George Senesky
ROC,colemja01,Jack Coleman
ROC,daviebo01,Bob Davies
ROC,hannual01,Alex Hannum
ROC,holzmre01,Red Holzman
ROC,johnsar01,Arnie Johnson
ROC,mcnamjo01,Joe McNamee
ROC,noelpa01,Paul Noel
ROC,ragelra01,Ray Ragelis
ROC,ranzisa01,Sam Ranzino
ROC,risenar01,Arnie Risen
ROC,spearod01,Odie Spears
ROC,wanzebo01,Bobby Wanzer
SYR,calabge01,Gerry Calabrese
SYR,cervial01,Al Cervi
SYR,gaborbi01,Bill Gabor
SYR,jorgeno01,Noble Jorgensen
SYR,kingge01,George King
SYR,osterwa01,Wally Osterkorn
SYR,ratkoge01,George Ratkovicz
SYR,rochare01,Red Rocha
SYR,savagdo01,Don Savage
SYR,schaydo01,Dolph Schayes
SYR,seymopa01,Paul Seymour
