Team,Player_ID,Player_Name
BOS,barreer01,Ernie Barrett
BOS,cousybo01,Bob Cousy
BOS,hemridi01,Dick Hemric
BOS,loscuji01,Jim Loscutoff
BOS,macaued01,Ed Macauley
BOS,morrire01,Red Morrison
BOS,nichoja01,Jack Nichols
BOS,palazto01,Togo Palazzi
BOS,risenar01,Arnie Risen
BOS,sharmbi01,Bill Sharman
FTW,arnelje01,Jesse Arnelle
FTW,bielkdo01,Don Bielke
FTW,brianfr01,Frankie Brian
FTW,coopech01,Chuck Cooper
FTW,devlico01,Corky Devlin
FTW,foustla01,Larry Foust
FTW,holstji01,Jim Holstein
FTW,horanjo01,Johnny Horan
FTW,houbrbo01,Bob Houbregs
FTW,hutchme01,Mel Hutchins
FTW,noblech01,Chuck Noble
FTW,phillan01,Andy Phillip
FTW,spearod01,Odie Spears
FTW,yardlge01,George Yardley
FTW,zasloma01,Max Zaslofsky
MNL,feierro01,Ron Feiereisel
MNL,garmadi01,Dick Garmaker
MNL,hitchle01,Lew Hitch
MNL,horanjo01,Johnny Horan
MNL,kalafed01,Ed Kalafat
MNL,lovelcl01,Clyde Lovellette
MNL,martisl01,Slater Martin
MNL,mencech01,Chuck Mencel
MNL,mikange01,George Mikan
MNL,mikkeve01,Vern Mikkelsen
MNL,schnidi01,Dick Schnittker
MNL,skoogwh01,Whitey Skoog
MNL,willibo01,Bob Williams
NYK,athadi01,Dick Atha
NYK,baechji01,Jim Baechtold
NYK,braunca01,Carl Braun
NYK,cliftna01,Nat Clifton
NYK,dukeswa01,Walter Dukes
NYK,felixra01,Ray Felix
NYK,gallaha01,Harry Gallatin
NYK,mcguidi01,Dick McGuire
NYK,peterbo01,Bob Peterson
NYK,santibo01,Bob Santini
NYK,searske01,Kenny Sears
NYK,shuege01,Gene Shue
NYK,vandeer01,Ernie Vandeweghe
PHW,arizipa01,Paul Arizin
PHW,becker01,Ernie Beck
PHW,daviswa01,Walt Davis
PHW,dempsge01,George Dempsey
PHW,georgja01,Jack George
PHW,golato01,Tom Gola
PHW,grabojo01,Joe Graboski
PHW,hennela01,Larry Hennessy
PHW,johnsne01,Neil Johnston
PHW,mooreja01,Jackie Moore
PHW,schafbo01,Bob Schafer
ROC,colemja01,Jack Coleman
ROC,davisre01,Red Davis
ROC,flemied01,Ed Fleming
ROC,harrich01,Chris Harris
ROC,mcmahja01,Jack McMahon
ROC,meinemo01,Monk Meineke
ROC,reganri01,Richie Regan
ROC,rickedi01,Dick Ricketts
ROC,simmoco01,Connie Simmons
ROC,spoelar01,Art Spoelstra
ROC,stokema01,Maurice Stokes
ROC,twymaja01,Jack Twyman
ROC,wanzebo01,Bobby Wanzer
STL,colemja01,Jack Coleman
STL,coopech01,Chuck Cooper
STL,ferraal01,Al Ferrari
STL,hannual01,Alex Hannum
STL,harrich01,Chris Harris
STL,harribo02,Bob Harrison
STL,mcmahja01,Jack McMahon
STL,parkme01,Med Park
STL,pettibo01,Bob Pettit
STL,rickedi01,Dick Ricketts
STL,schafbo01,Bob Schafer
STL,selvyfr01,Frank Selvy
STL,sharech01,Chuck Share
STL,stephja01,Jack Stephens
SYR,conlied01,Ed Conlin
SYR,farledi01,Dick Farley
SYR,kenvibi01,Billy Kenville
SYR,kerrre01,Red Kerr
SYR,kingge01,George King
SYR,lloydea01,Earl Lloyd
SYR,rochare01,Red Rocha
SYR,schaydo01,Dolph Schayes
SYR,seymopa01,Paul Seymour
SYR,tuckeji01,Jim Tucker
