player_id, score
battljo01,1.66272
bradldu01,1.621152
carran01,2.28624
ferredu01,1.45488
koncajo01,1.5795839999999999
levincl01,4.52122
malonmo01,8.231602
mannipa01,0.374112
riverdo01,5.305904
theusre01,4.848656
tolbera01,0.45724800000000004
webbsp01,2.244672
wilkido01,6.095695999999999
acresma01,1.0392
aingeda01,6.2107079999999995
birdla01,10.009333999999999
birdsot01,4.682384000000001
gamblke01,3.4501440000000003
grandro01,0.249408
johnsde01,6.933301999999999
kleinjo01,2.094338
lewisre01,4.807088
lohaubr01,1.3717439999999999
mchalke01,9.593654
parisro01,8.778232
paxsoji02,5.264335999999999
pincked01,3.1176
rivasra01,0.0
shawbr01,4.869702
upshake01,0.41568
boguemu01,3.574848
chapmre01,1.87056
curetea01,2.733796
curryde01,2.1199679999999996
greenri01,4.3082720000000005
holtomi01,0.9560639999999999
hoppeda01,1.080768
kemptti01,0.540384
kitegr01,2.4428199999999998
lewisra01,0.041568
lowesi01,0.706656
rambiku01,5.218184
reidro01,2.992896
rowsobr01,0.62352
tolbeto01,1.122336
tripuke01,4.1419999999999995
cartwbi01,7.639957999999999
corzida01,2.161536
davisch02,0.872928
grantho01,10.108407999999999
haleyja01,1.720226
hodgecr01,4.1055399999999995
jonesan01,0.20784
jordami01,14.671195999999998
nealyed01,2.759426
paxsojo01,4.91127
perduwi01,5.176616
pippesc01,11.304188
pressdo01,0.0
sellebr01,1.3717439999999999
vincesa01,2.1774739999999997
woodda01,1.1639039999999998
daughbr01,6.303535999999999
dudlech02,1.953696
ehlocr01,2.70192
harpero01,8.268585999999999
hubbaph01,2.369376
keysra01,0.498816
nancela01,6.095695999999999
pricema01,5.721584
rollitr01,3.8242559999999997
sandemi01,1.621152
valenda01,2.0784
williho01,3.8242559999999997
aguirma01,6.3769800000000005
alforst01,0.5819519999999999
blabuw01,0.20784
blackro01,5.098064
dantlad01,7.093328
davisbr01,3.076032
donalja01,5.347472
harpede01,4.115232
perkisa01,3.53328
schrede01,6.386672
tarplro01,3.242304
tylerte01,2.660352
wennibi01,3.87207
wileymo01,0.45724800000000004
willihe01,2.577216
adamsmi01,4.474544
cookda01,2.49408
coopewa01,2.1199679999999996
daviswa03,5.222767999999999
englewa01,0.0
englial01,5.305904
greenda01,3.757058
hanzlbi01,1.953696
hugheed01,0.41568
laneje01,0.498816
leverfa01,5.347472
nattca01,5.264335999999999
rasmubl01,2.161536
schayda01,3.6579840000000003
turneel01,0.9560639999999999
vinceja01,2.70192
dawkida01,3.283872
dembofe01,0.7641619999999999
dumarjo01,6.751092
edwarja01,5.368518
